type,value,startDate,endDate,sleepDurationHours
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-19 20:17:16-04:00,2024-09-19 20:17:16-04:00,
HKQuantityTypeIdentifierHeartRate,95.0,2024-09-19 20:26:00-04:00,2024-09-19 20:26:00-04:00,
HKQuantityTypeIdentifierHeartRate,88.0,2024-09-19 20:29:51-04:00,2024-09-19 20:29:51-04:00,
HKQuantityTypeIdentifierHeartRate,87.0,2024-09-19 20:35:20-04:00,2024-09-19 20:35:20-04:00,
HKQuantityTypeIdentifierHeartRate,94.0,2024-09-19 20:41:25-04:00,2024-09-19 20:41:25-04:00,
HKQuantityTypeIdentifierHeartRate,90.0,2024-09-19 20:46:20-04:00,2024-09-19 20:46:20-04:00,
HKQuantityTypeIdentifierHeartRate,91.0,2024-09-19 20:47:32-04:00,2024-09-19 20:47:32-04:00,
HKQuantityTypeIdentifierHeartRate,95.0,2024-09-19 20:55:43-04:00,2024-09-19 20:55:43-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-19 20:59:29-04:00,2024-09-19 20:59:29-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-19 21:06:22-04:00,2024-09-19 21:06:22-04:00,
HKQuantityTypeIdentifierHeartRate,84.0,2024-09-19 21:07:35-04:00,2024-09-19 21:07:35-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-19 21:14:43-04:00,2024-09-19 21:14:43-04:00,
HKQuantityTypeIdentifierHeartRate,87.0,2024-09-19 21:21:21-04:00,2024-09-19 21:21:21-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-19 21:23:50-04:00,2024-09-19 21:23:50-04:00,
HKQuantityTypeIdentifierHeartRate,89.0,2024-09-19 21:27:45-04:00,2024-09-19 21:27:45-04:00,
HKQuantityTypeIdentifierHeartRate,91.0,2024-09-19 21:34:17-04:00,2024-09-19 21:34:17-04:00,
HKQuantityTypeIdentifierHeartRate,94.0,2024-09-19 21:37:05-04:00,2024-09-19 21:37:05-04:00,
HKQuantityTypeIdentifierHeartRate,102.0,2024-09-19 21:45:41-04:00,2024-09-19 21:45:41-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-19 21:47:26-04:00,2024-09-19 21:47:26-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-19 21:54:04-04:00,2024-09-19 21:54:04-04:00,
HKQuantityTypeIdentifierHeartRate,89.0,2024-09-19 21:58:19-04:00,2024-09-19 21:58:19-04:00,
HKQuantityTypeIdentifierHeartRate,82.0,2024-09-19 22:04:33-04:00,2024-09-19 22:04:33-04:00,
HKQuantityTypeIdentifierHeartRate,83.0,2024-09-19 22:05:25-04:00,2024-09-19 22:05:25-04:00,
HKQuantityTypeIdentifierHeartRate,84.0,2024-09-19 22:09:35-04:00,2024-09-19 22:09:35-04:00,
HKQuantityTypeIdentifierHeartRate,85.0,2024-09-19 22:11:38-04:00,2024-09-19 22:11:38-04:00,
HKQuantityTypeIdentifierHeartRate,88.0,2024-09-19 22:21:12-04:00,2024-09-19 22:21:12-04:00,
HKQuantityTypeIdentifierHeartRate,87.0,2024-09-19 22:23:03-04:00,2024-09-19 22:23:03-04:00,
HKQuantityTypeIdentifierHeartRate,85.0,2024-09-19 22:26:50-04:00,2024-09-19 22:26:50-04:00,
HKQuantityTypeIdentifierHeartRate,87.0,2024-09-19 22:34:55-04:00,2024-09-19 22:34:55-04:00,
HKQuantityTypeIdentifierHeartRate,88.0,2024-09-19 22:37:19-04:00,2024-09-19 22:37:19-04:00,
HKQuantityTypeIdentifierHeartRate,84.0,2024-09-19 22:46:10-04:00,2024-09-19 22:46:10-04:00,
HKQuantityTypeIdentifierHeartRate,82.0,2024-09-19 22:48:05-04:00,2024-09-19 22:48:05-04:00,
HKQuantityTypeIdentifierHeartRate,80.0,2024-09-19 22:54:10-04:00,2024-09-19 22:54:10-04:00,
HKQuantityTypeIdentifierHeartRate,79.77,2024-09-19 22:59:00-04:00,2024-09-19 22:59:00-04:00,
HKQuantityTypeIdentifierHeartRate,78.0,2024-09-19 22:58:24-04:00,2024-09-19 22:58:24-04:00,
HKQuantityTypeIdentifierHeartRate,76.0,2024-09-19 23:02:10-04:00,2024-09-19 23:02:10-04:00,
HKQuantityTypeIdentifierHeartRate,75.0,2024-09-19 23:07:34-04:00,2024-09-19 23:07:34-04:00,
HKQuantityTypeIdentifierHeartRate,75.0,2024-09-19 23:13:44-04:00,2024-09-19 23:13:44-04:00,
HKQuantityTypeIdentifierHeartRate,75.0,2024-09-19 23:16:46-04:00,2024-09-19 23:16:46-04:00,
HKQuantityTypeIdentifierHeartRate,73.0,2024-09-19 23:25:07-04:00,2024-09-19 23:25:07-04:00,
HKQuantityTypeIdentifierHeartRate,80.0,2024-09-19 23:30:35-04:00,2024-09-19 23:30:35-04:00,
HKQuantityTypeIdentifierHeartRate,80.0,2024-09-19 23:32:07-04:00,2024-09-19 23:32:07-04:00,
HKQuantityTypeIdentifierHeartRate,84.0,2024-09-19 23:38:44-04:00,2024-09-19 23:38:44-04:00,
HKQuantityTypeIdentifierHeartRate,81.0,2024-09-19 23:42:49-04:00,2024-09-19 23:42:49-04:00,
HKQuantityTypeIdentifierHeartRate,85.0,2024-09-19 23:48:02-04:00,2024-09-19 23:48:02-04:00,
HKQuantityTypeIdentifierHeartRate,90.0,2024-09-19 23:54:23-04:00,2024-09-19 23:54:23-04:00,
HKQuantityTypeIdentifierHeartRate,142.0,2024-09-20 00:06:46-04:00,2024-09-20 00:06:46-04:00,
HKQuantityTypeIdentifierHeartRate,86.0,2024-09-19 23:58:39-04:00,2024-09-19 23:58:39-04:00,
HKQuantityTypeIdentifierHeartRate,90.0,2024-09-20 00:10:32-04:00,2024-09-20 00:10:32-04:00,
HKQuantityTypeIdentifierHeartRate,125.0,2024-09-20 00:20:57-04:00,2024-09-20 00:20:57-04:00,
HKQuantityTypeIdentifierHeartRate,91.0,2024-09-20 00:16:14-04:00,2024-09-20 00:16:14-04:00,
HKQuantityTypeIdentifierHeartRate,94.0,2024-09-20 00:23:23-04:00,2024-09-20 00:23:23-04:00,
HKQuantityTypeIdentifierHeartRate,99.0,2024-09-20 00:26:57-04:00,2024-09-20 00:26:57-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-20 00:34:32-04:00,2024-09-20 00:34:32-04:00,
HKQuantityTypeIdentifierHeartRate,147.0,2024-09-20 00:43:37-04:00,2024-09-20 00:43:37-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-20 00:38:09-04:00,2024-09-20 00:38:09-04:00,
HKQuantityTypeIdentifierHeartRate,75.0,2024-09-20 00:48:55-04:00,2024-09-20 00:48:55-04:00,
HKQuantityTypeIdentifierHeartRate,73.0,2024-09-20 00:55:48-04:00,2024-09-20 00:55:48-04:00,
HKQuantityTypeIdentifierHeartRate,73.0,2024-09-20 00:56:53-04:00,2024-09-20 00:56:53-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 01:02:12-04:00,2024-09-20 01:02:12-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 01:11:23-04:00,2024-09-20 01:11:23-04:00,
HKQuantityTypeIdentifierHeartRate,76.0,2024-09-20 01:16:08-04:00,2024-09-20 01:16:08-04:00,
HKQuantityTypeIdentifierHeartRate,73.0,2024-09-20 01:18:00-04:00,2024-09-20 01:18:00-04:00,
HKQuantityTypeIdentifierHeartRate,78.0,2024-09-20 01:26:18-04:00,2024-09-20 01:26:18-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 01:30:03-04:00,2024-09-20 01:30:03-04:00,
HKQuantityTypeIdentifierHeartRate,74.0,2024-09-20 01:32:33-04:00,2024-09-20 01:32:33-04:00,
HKQuantityTypeIdentifierHeartRate,70.0,2024-09-20 01:39:24-04:00,2024-09-20 01:39:24-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 01:44:29-04:00,2024-09-20 01:44:29-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 01:47:58-04:00,2024-09-20 01:47:58-04:00,
HKQuantityTypeIdentifierHeartRate,69.0,2024-09-20 01:52:54-04:00,2024-09-20 01:52:54-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 01:58:09-04:00,2024-09-20 01:58:09-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 02:06:22-04:00,2024-09-20 02:06:22-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 02:06:27-04:00,2024-09-20 02:06:27-04:00,
HKQuantityTypeIdentifierHeartRate,70.0,2024-09-20 02:06:32-04:00,2024-09-20 02:06:32-04:00,
HKQuantityTypeIdentifierHeartRate,70.0,2024-09-20 02:06:34-04:00,2024-09-20 02:06:34-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 02:06:42-04:00,2024-09-20 02:06:42-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 02:06:43-04:00,2024-09-20 02:06:43-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 02:06:52-04:00,2024-09-20 02:06:52-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 02:06:57-04:00,2024-09-20 02:06:57-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 02:06:58-04:00,2024-09-20 02:06:58-04:00,
HKQuantityTypeIdentifierHeartRate,76.0,2024-09-20 02:07:06-04:00,2024-09-20 02:07:06-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 02:02:14-04:00,2024-09-20 02:02:14-04:00,
HKQuantityTypeIdentifierHeartRate,73.0,2024-09-20 02:07:26-04:00,2024-09-20 02:07:26-04:00,
HKQuantityTypeIdentifierHeartRate,68.0,2024-09-20 02:13:34-04:00,2024-09-20 02:13:34-04:00,
HKQuantityTypeIdentifierHeartRate,62.0,2024-09-20 02:16:34-04:00,2024-09-20 02:16:34-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 02:21:31-04:00,2024-09-20 02:21:31-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 02:26:46-04:00,2024-09-20 02:26:46-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 02:31:41-04:00,2024-09-20 02:31:41-04:00,
HKQuantityTypeIdentifierHeartRate,61.3342,2024-09-20 02:39:01-04:00,2024-09-20 02:39:01-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 02:37:21-04:00,2024-09-20 02:37:21-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 02:41:31-04:00,2024-09-20 02:41:31-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 02:46:31-04:00,2024-09-20 02:46:31-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 02:51:36-04:00,2024-09-20 02:51:36-04:00,
HKQuantityTypeIdentifierHeartRate,60.0,2024-09-20 02:56:31-04:00,2024-09-20 02:56:31-04:00,
HKQuantityTypeIdentifierHeartRate,60.0,2024-09-20 03:02:22-04:00,2024-09-20 03:02:22-04:00,
HKQuantityTypeIdentifierHeartRate,59.0,2024-09-20 03:06:31-04:00,2024-09-20 03:06:31-04:00,
HKQuantityTypeIdentifierHeartRate,60.0,2024-09-20 03:11:41-04:00,2024-09-20 03:11:41-04:00,
HKQuantityTypeIdentifierHeartRate,59.0,2024-09-20 03:16:31-04:00,2024-09-20 03:16:31-04:00,
HKQuantityTypeIdentifierHeartRate,59.0,2024-09-20 03:21:31-04:00,2024-09-20 03:21:31-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 03:27:31-04:00,2024-09-20 03:27:31-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 03:31:51-04:00,2024-09-20 03:31:51-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 03:37:06-04:00,2024-09-20 03:37:06-04:00,
HKQuantityTypeIdentifierHeartRate,57.0,2024-09-20 03:42:21-04:00,2024-09-20 03:42:21-04:00,
HKQuantityTypeIdentifierHeartRate,61.0,2024-09-20 03:46:36-04:00,2024-09-20 03:46:36-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 03:51:36-04:00,2024-09-20 03:51:36-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 03:56:52-04:00,2024-09-20 03:56:52-04:00,
HKQuantityTypeIdentifierHeartRate,58.0,2024-09-20 04:01:32-04:00,2024-09-20 04:01:32-04:00,
HKQuantityTypeIdentifierHeartRate,57.0,2024-09-20 04:06:32-04:00,2024-09-20 04:06:32-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 04:11:32-04:00,2024-09-20 04:11:32-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 04:16:37-04:00,2024-09-20 04:16:37-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 04:21:37-04:00,2024-09-20 04:21:37-04:00,
HKQuantityTypeIdentifierHeartRate,54.0,2024-09-20 04:26:47-04:00,2024-09-20 04:26:47-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 04:31:36-04:00,2024-09-20 04:31:36-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 04:36:33-04:00,2024-09-20 04:36:33-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 04:41:35-04:00,2024-09-20 04:41:35-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 04:47:20-04:00,2024-09-20 04:47:20-04:00,
HKQuantityTypeIdentifierHeartRate,54.0,2024-09-20 04:51:52-04:00,2024-09-20 04:51:52-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 04:57:10-04:00,2024-09-20 04:57:10-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 05:01:50-04:00,2024-09-20 05:01:50-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 05:07:10-04:00,2024-09-20 05:07:10-04:00,
HKQuantityTypeIdentifierHeartRate,52.0,2024-09-20 05:11:55-04:00,2024-09-20 05:11:55-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 05:19:06-04:00,2024-09-20 05:19:06-04:00,
HKQuantityTypeIdentifierHeartRate,52.0,2024-09-20 05:21:35-04:00,2024-09-20 05:21:35-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 05:27:45-04:00,2024-09-20 05:27:45-04:00,
HKQuantityTypeIdentifierHeartRate,52.0,2024-09-20 05:32:15-04:00,2024-09-20 05:32:15-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 05:36:35-04:00,2024-09-20 05:36:35-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 05:41:40-04:00,2024-09-20 05:41:40-04:00,
HKQuantityTypeIdentifierHeartRate,54.0,2024-09-20 05:46:40-04:00,2024-09-20 05:46:40-04:00,
HKQuantityTypeIdentifierHeartRate,54.0,2024-09-20 05:52:00-04:00,2024-09-20 05:52:00-04:00,
HKQuantityTypeIdentifierHeartRate,53.0,2024-09-20 05:57:15-04:00,2024-09-20 05:57:15-04:00,
HKQuantityTypeIdentifierHeartRate,52.0,2024-09-20 06:02:39-04:00,2024-09-20 06:02:39-04:00,
HKQuantityTypeIdentifierHeartRate,57.0,2024-09-20 06:07:25-04:00,2024-09-20 06:07:25-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 06:12:10-04:00,2024-09-20 06:12:10-04:00,
HKQuantityTypeIdentifierHeartRate,57.0,2024-09-20 06:17:00-04:00,2024-09-20 06:17:00-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 06:22:50-04:00,2024-09-20 06:22:50-04:00,
HKQuantityTypeIdentifierHeartRate,55.0,2024-09-20 06:26:45-04:00,2024-09-20 06:26:45-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 06:32:00-04:00,2024-09-20 06:32:00-04:00,
HKQuantityTypeIdentifierHeartRate,55.0091,2024-09-20 06:39:00-04:00,2024-09-20 06:39:00-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 06:36:50-04:00,2024-09-20 06:36:50-04:00,
HKQuantityTypeIdentifierHeartRate,56.0,2024-09-20 06:42:15-04:00,2024-09-20 06:42:15-04:00,
HKQuantityTypeIdentifierHeartRate,70.0,2024-09-20 07:21:23-04:00,2024-09-20 07:21:23-04:00,
HKQuantityTypeIdentifierHeartRate,62.0,2024-09-20 07:22:36-04:00,2024-09-20 07:22:36-04:00,
HKQuantityTypeIdentifierHeartRate,76.0,2024-09-20 07:31:28-04:00,2024-09-20 07:31:28-04:00,
HKQuantityTypeIdentifierHeartRate,81.0,2024-09-20 07:36:08-04:00,2024-09-20 07:36:08-04:00,
HKQuantityTypeIdentifierHeartRate,75.0,2024-09-20 07:38:16-04:00,2024-09-20 07:38:16-04:00,
HKQuantityTypeIdentifierHeartRate,76.0,2024-09-20 07:46:08-04:00,2024-09-20 07:46:08-04:00,
HKQuantityTypeIdentifierHeartRate,71.0,2024-09-20 07:49:58-04:00,2024-09-20 07:49:58-04:00,
HKQuantityTypeIdentifierHeartRate,73.0,2024-09-20 07:55:41-04:00,2024-09-20 07:55:41-04:00,
HKQuantityTypeIdentifierHeartRate,72.0,2024-09-20 07:59:03-04:00,2024-09-20 07:59:03-04:00,
HKQuantityTypeIdentifierHeartRate,64.0,2024-09-20 08:01:43-04:00,2024-09-20 08:01:43-04:00,
HKQuantityTypeIdentifierHeartRate,66.0,2024-09-20 08:10:28-04:00,2024-09-20 08:10:28-04:00,
HKQuantityTypeIdentifierHeartRate,101.0,2024-09-20 08:16:40-04:00,2024-09-20 08:16:40-04:00,
HKQuantityTypeIdentifierHeartRate,101.0,2024-09-20 08:19:15-04:00,2024-09-20 08:19:15-04:00,
HKQuantityTypeIdentifierHeartRate,101.0,2024-09-20 08:21:37-04:00,2024-09-20 08:21:37-04:00,
HKQuantityTypeIdentifierHeartRate,114.0,2024-09-20 08:23:58-04:00,2024-09-20 08:23:58-04:00,
HKQuantityTypeIdentifierHeartRate,100.0,2024-09-20 08:26:22-04:00,2024-09-20 08:26:22-04:00,
HKQuantityTypeIdentifierHeartRate,83.0,2024-09-20 08:13:52-04:00,2024-09-20 08:13:52-04:00,
HKQuantityTypeIdentifierHeartRate,101.0,2024-09-20 08:29:53-04:00,2024-09-20 08:29:53-04:00,
HKQuantityTypeIdentifierHeartRate,93.0,2024-09-20 08:34:18-04:00,2024-09-20 08:34:18-04:00,
HKQuantityTypeIdentifierHeartRate,102.0,2024-09-20 08:40:21-04:00,2024-09-20 08:40:21-04:00,
HKQuantityTypeIdentifierHeartRate,101.0,2024-09-20 08:46:57-04:00,2024-09-20 08:46:57-04:00,
HKQuantityTypeIdentifierHeartRate,99.0,2024-09-20 08:44:44-04:00,2024-09-20 08:44:44-04:00,
HKQuantityTypeIdentifierHeartRate,60.0,2024-09-20 08:50:23-04:00,2024-09-20 08:50:23-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-20 08:54:32-04:00,2024-09-20 08:54:32-04:00,
HKQuantityTypeIdentifierHeartRate,91.0,2024-09-20 08:56:33-04:00,2024-09-20 08:56:33-04:00,
HKQuantityTypeIdentifierHeartRate,84.0,2024-09-20 09:02:38-04:00,2024-09-20 09:02:38-04:00,
HKQuantityTypeIdentifierHeartRate,85.0,2024-09-20 09:07:07-04:00,2024-09-20 09:07:07-04:00,
HKQuantityTypeIdentifierHeartRate,111.0,2024-09-20 09:17:51-04:00,2024-09-20 09:17:51-04:00,
HKQuantityTypeIdentifierHeartRate,112.0,2024-09-20 09:20:35-04:00,2024-09-20 09:20:35-04:00,
HKQuantityTypeIdentifierHeartRate,81.0,2024-09-20 09:13:13-04:00,2024-09-20 09:13:13-04:00,
HKQuantityTypeIdentifierHeartRate,109.0,2024-09-20 09:29:12-04:00,2024-09-20 09:29:12-04:00,
HKQuantityTypeIdentifierHeartRate,89.0,2024-09-20 09:23:56-04:00,2024-09-20 09:23:56-04:00,
HKQuantityTypeIdentifierHeartRate,88.0,2024-09-20 09:30:45-04:00,2024-09-20 09:30:45-04:00,
HKQuantityTypeIdentifierHeartRate,88.0,2024-09-20 09:36:21-04:00,2024-09-20 09:36:21-04:00,
HKQuantityTypeIdentifierHeartRate,82.0,2024-09-20 09:41:26-04:00,2024-09-20 09:41:26-04:00,
HKQuantityTypeIdentifierHeartRate,88.0,2024-09-20 09:45:37-04:00,2024-09-20 09:45:37-04:00,
HKQuantityTypeIdentifierHeartRate,88.0,2024-09-20 09:46:40-04:00,2024-09-20 09:46:40-04:00,
HKQuantityTypeIdentifierHeartRate,87.0,2024-09-20 09:54:05-04:00,2024-09-20 09:54:05-04:00,
HKQuantityTypeIdentifierHeartRate,86.0,2024-09-20 10:00:20-04:00,2024-09-20 10:00:20-04:00,
HKQuantityTypeIdentifierHeartRate,86.0,2024-09-20 10:01:53-04:00,2024-09-20 10:01:53-04:00,
HKQuantityTypeIdentifierHeartRate,89.0,2024-09-20 10:07:30-04:00,2024-09-20 10:07:30-04:00,
HKQuantityTypeIdentifierHeartRate,95.0,2024-09-20 10:13:09-04:00,2024-09-20 10:13:09-04:00,
HKQuantityTypeIdentifierHeartRate,94.0,2024-09-20 10:20:06-04:00,2024-09-20 10:20:06-04:00,
HKQuantityTypeIdentifierHeartRate,100.0,2024-09-20 10:25:30-04:00,2024-09-20 10:25:30-04:00,
HKQuantityTypeIdentifierHeartRate,98.0,2024-09-20 10:29:00-04:00,2024-09-20 10:29:00-04:00,
HKQuantityTypeIdentifierHeartRate,97.0,2024-09-20 10:33:00-04:00,2024-09-20 10:33:00-04:00,
HKQuantityTypeIdentifierHeartRate,91.0,2024-09-20 10:36:31-04:00,2024-09-20 10:36:31-04:00,
HKQuantityTypeIdentifierHeartRate,93.0,2024-09-20 10:44:46-04:00,2024-09-20 10:44:46-04:00,
HKQuantityTypeIdentifierHeartRate,92.6083,2024-09-20 10:45:55-04:00,2024-09-20 10:45:55-04:00,
HKQuantityTypeIdentifierHeartRate,93.0,2024-09-20 10:48:16-04:00,2024-09-20 10:48:16-04:00,
HKQuantityTypeIdentifierHeartRate,135.0,2024-09-20 10:54:30-04:00,2024-09-20 10:54:30-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-20 10:52:17-04:00,2024-09-20 10:52:17-04:00,
HKQuantityTypeIdentifierHeartRate,101.0,2024-09-20 10:59:46-04:00,2024-09-20 10:59:46-04:00,
HKQuantityTypeIdentifierHeartRate,99.0,2024-09-20 11:05:54-04:00,2024-09-20 11:05:54-04:00,
HKQuantityTypeIdentifierHeartRate,99.0,2024-09-20 11:07:51-04:00,2024-09-20 11:07:51-04:00,
HKQuantityTypeIdentifierHeartRate,96.0,2024-09-20 11:16:19-04:00,2024-09-20 11:16:19-04:00,
HKQuantityTypeIdentifierHeartRate,98.0,2024-09-20 11:17:56-04:00,2024-09-20 11:17:56-04:00,
HKQuantityTypeIdentifierHeartRate,96.0,2024-09-20 11:21:36-04:00,2024-09-20 11:21:36-04:00,
HKQuantityTypeIdentifierHeartRate,95.0,2024-09-20 11:26:31-04:00,2024-09-20 11:26:31-04:00,
HKQuantityTypeIdentifierHeartRate,95.0,2024-09-20 11:34:27-04:00,2024-09-20 11:34:27-04:00,
HKQuantityTypeIdentifierHeartRate,97.0,2024-09-20 11:36:36-04:00,2024-09-20 11:36:36-04:00,
HKQuantityTypeIdentifierHeartRate,96.0,2024-09-20 11:46:15-04:00,2024-09-20 11:46:15-04:00,
HKQuantityTypeIdentifierHeartRate,99.0,2024-09-20 11:51:13-04:00,2024-09-20 11:51:13-04:00,
HKQuantityTypeIdentifierHeartRate,96.0,2024-09-20 11:54:50-04:00,2024-09-20 11:54:50-04:00,
HKQuantityTypeIdentifierHeartRate,95.0,2024-09-20 11:54:55-04:00,2024-09-20 11:54:55-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-20 11:55:00-04:00,2024-09-20 11:55:00-04:00,
HKQuantityTypeIdentifierHeartRate,98.0,2024-09-20 11:52:22-04:00,2024-09-20 11:52:22-04:00,
HKQuantityTypeIdentifierHeartRate,98.0,2024-09-20 11:59:14-04:00,2024-09-20 11:59:14-04:00,
HKQuantityTypeIdentifierHeartRate,100.0,2024-09-20 12:05:03-04:00,2024-09-20 12:05:03-04:00,
HKQuantityTypeIdentifierHeartRate,99.0,2024-09-20 12:08:03-04:00,2024-09-20 12:08:03-04:00,
HKQuantityTypeIdentifierHeartRate,97.0,2024-09-20 12:16:11-04:00,2024-09-20 12:16:11-04:00,
HKQuantityTypeIdentifierHeartRate,95.0,2024-09-20 12:21:21-04:00,2024-09-20 12:21:21-04:00,
HKQuantityTypeIdentifierHeartRate,111.0,2024-09-20 12:22:23-04:00,2024-09-20 12:22:23-04:00,
HKQuantityTypeIdentifierHeartRate,111.0,2024-09-20 12:32:31-04:00,2024-09-20 12:32:31-04:00,
HKQuantityTypeIdentifierHeartRate,92.0,2024-09-20 12:26:51-04:00,2024-09-20 12:26:51-04:00,
HKQuantityTypeIdentifierHeartRate,113.0,2024-09-20 12:35:29-04:00,2024-09-20 12:35:29-04:00,
HKQuantityTypeIdentifierHeartRate,113.0,2024-09-20 12:37:47-04:00,2024-09-20 12:37:47-04:00,
HKQuantityTypeIdentifierHeartRate,117.0,2024-09-20 12:40:14-04:00,2024-09-20 12:40:14-04:00,
HKQuantityTypeIdentifierHeartRate,127.0,2024-09-20 12:44:50-04:00,2024-09-20 12:44:50-04:00,
